file_path,line_number,issue_type,code_snippet
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\common.py",1288,"api_key","MEILISEARCH_API_KEY = "devkey""
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\devstack.py",37,"socket","# Docker does not support the syslog socket at /dev/log. Rely on the console."
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\devstack.py",208,"secret_key","'SECRET_KEY': 'lms-secret',"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\devstack.py",210,"secret_key","'JWT_SECRET_KEY': 'lms-secret',"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\devstack.py",258,"secret_key","SECRET_KEY = '85920908f28904ed733fe576320db18cabd7b6cd'"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\devstack.py",269,"secret_key","# Used in edx-proctoring for ID generation in lieu of SECRET_KEY - dummy value"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\devstack.py",280,"token","SOCIAL_AUTH_EDX_OAUTH2_URL_ROOT = ENV_TOKENS.get('SOCIAL_AUTH_EDX_OAUTH2_URL_ROOT', 'http://edx.devstack.lms:18000')  # noqa: F405  # pylint: disable=line-too-long"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\devstack.py",346,"token","access token endpoint: `{LMS_ROOT_URL}/oauth2/access_token`."
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",63,"token","# _YAML_TOKENS starts out with the exact contents of the CMS_CFG YAML file."
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",64,"token","# Please avoid adding new references to _YAML_TOKENS. Such references make our settings logic more complex."
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",66,"token","_YAML_TOKENS = yaml.safe_load(f)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",68,"token","# Update the global namespace of this module with the key-value pairs from _YAML_TOKENS."
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",73,"token","#  _YAML_TOKENS. In other words, updates to `value` will manifest in _YAML_TOKENS as well. This is intentional,"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",74,"token","#  in order to maintain backwards compatibility with old Django plugins which use _YAML_TOKENS."
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",76,"token","for key, value in _YAML_TOKENS.items()"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",152,"token","MKTG_URL_LINK_MAP.update(_YAML_TOKENS.get('MKTG_URL_LINK_MAP', {}))  # noqa: F405"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",157,"token","for feature, value in _YAML_TOKENS.get('FEATURES', {}).items():"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",161,"token","for app in _YAML_TOKENS.get('ADDL_INSTALLED_APPS', []):"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",177,"token","CMS_SEGMENT_KEY = _YAML_TOKENS.get('SEGMENT_KEY')"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",179,"access_key","if AWS_ACCESS_KEY_ID == "":  # noqa: F405"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",180,"access_key","AWS_ACCESS_KEY_ID = None"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",182,"access_key","if AWS_SECRET_ACCESS_KEY == "":  # noqa: F405"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",183,"access_key","AWS_SECRET_ACCESS_KEY = None"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",190,"token","_yaml_storages = _YAML_TOKENS.get('STORAGES', {})"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",202,"token","if 'DEFAULT_FILE_STORAGE' in _YAML_TOKENS:"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",203,"token","STORAGES['default']['BACKEND'] = _YAML_TOKENS['DEFAULT_FILE_STORAGE']  # noqa: F405"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",204,"access_key","elif AWS_ACCESS_KEY_ID and AWS_SECRET_ACCESS_KEY:"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",208,"token","if 'STATICFILES_STORAGE' in _YAML_TOKENS and not _yaml_storages.get('staticfiles', {}).get('BACKEND'):"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",209,"token","STORAGES['staticfiles']['BACKEND'] = _YAML_TOKENS['STATICFILES_STORAGE']  # noqa: F405"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",251,"token","**_YAML_TOKENS.get('CELERY_BROKER_TRANSPORT_OPTIONS', {})"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",257,"token","_YAML_CELERY_QUEUES = _YAML_TOKENS.get('CELERY_QUEUES', None)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",262,"token","_YAML_ALTERNATE_WORKER_QUEUES = _YAML_TOKENS.get('ALTERNATE_WORKER_QUEUES', '').split()"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",277,"token","TRACKING_BACKENDS.update(_YAML_TOKENS.get("TRACKING_BACKENDS", {}))  # noqa: F405"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",279,"token","_YAML_TOKENS.get("EVENT_TRACKING_BACKENDS", {})"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",290,"TODO","# TODO: Once we have successfully upgraded to ES7, switch this back to ELASTIC_SEARCH_CONFIG."
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",291,"token","ELASTIC_SEARCH_CONFIG = _YAML_TOKENS.get('ELASTIC_SEARCH_CONFIG_ES7', [{}])"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",294,"api_key","XBLOCK_SETTINGS.setdefault("VideoBlock", {})['YOUTUBE_API_KEY'] = YOUTUBE_API_KEY  # noqa: F405"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",299,"token","JWT_AUTH.update(_YAML_TOKENS.get('JWT_AUTH', {}))  # noqa: F405"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",326,"token","# - If you need to access the YAML values in this module, use _YAML_TOKENS."
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",329,"token","ENV_TOKENS = _YAML_TOKENS"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",330,"token","AUTH_TOKENS = _YAML_TOKENS"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",331,"token","ENV_FEATURES = _YAML_TOKENS.get("FEATURES", {})"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",349,"token","CORS_ORIGIN_WHITELIST = _YAML_TOKENS.get('CORS_ORIGIN_WHITELIST', ())"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",350,"token","CORS_ORIGIN_ALLOW_ALL = _YAML_TOKENS.get('CORS_ORIGIN_ALLOW_ALL', False)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",351,"token","CORS_ALLOW_INSECURE = _YAML_TOKENS.get('CORS_ALLOW_INSECURE', False)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",376,"token","LANGUAGE_COOKIE_NAME = _YAML_TOKENS.get('LANGUAGE_COOKIE') or LANGUAGE_COOKIE_NAME  # noqa: F405"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",379,"token","REST_FRAMEWORK.update(_YAML_TOKENS.get('REST_FRAMEWORK', {}))  # noqa: F405"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",382,"TODO","# TODO: This should not be in the core platform. If it has to stay for now, though, then we should move these"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",385,"token",""KEY": _YAML_TOKENS.get('BIG_BLUE_BUTTON_GLOBAL_KEY'),"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",386,"token",""SECRET": _YAML_TOKENS.get('BIG_BLUE_BUTTON_GLOBAL_SECRET'),"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",387,"token",""URL": _YAML_TOKENS.get('BIG_BLUE_BUTTON_GLOBAL_URL'),"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",390,"TODO","# TODO: We believe that this could be more simply defined as CMS_ROOT_URL. We are not making the change now,"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",397,"token","_YAML_TOKENS.get('EVENT_BUS_PRODUCER_CONFIG', {})"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\envs\production.py",409,"token","access token endpoint: `{LMS_ROOT_URL}/oauth2/access_token`."
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\lib\xblock\test\test_upstream_sync.py",66,"api_key","' matlab_api_key="abc"'"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\lib\xblock\test\test_upstream_sync.py",253,"api_key","assert downstream.matlab_api_key == 'abc'"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\lib\xblock\test\test_upstream_sync.py",278,"api_key","' matlab_api_key="def"'"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\lib\xblock\test\test_upstream_sync.py",307,"api_key","downstream.matlab_api_key = 'hij'"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\lib\xblock\test\test_upstream_sync.py",316,"api_key","assert downstream.matlab_api_key == 'def'"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\lib\xblock\upstream_sync_block.py",181,"TODO","# TODO: resolve this so there's no special-case happening for video block."
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\lib\xblock\upstream_sync_container.py",44,"TODO","lib_api.require_permission_for_library_key(  # TODO: should permissions be checked at this low level?"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\cms\js\spec\main_spec.js",18,"token","if (param === 'csrftoken') {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\cms\js\spec\main_spec.js",19,"token","return 'stubCSRFToken';"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\cms\js\spec\main_spec.js",31,"token","it('setup AJAX CSRF token', function() {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\cms\js\spec\main_spec.js",32,"token","expect($.ajaxSettings.headers['X-CSRFToken']).toEqual('stubCSRFToken');"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\cms\js\xblock\cms.runtime.v1.js",97,"TODO","// TODO: remove 'Open Assessment' specific default title"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\cms\js\main.js",29,"token","'X-CSRFToken': $.cookie('csrftoken')"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\models\settings\course_details.js",120,"TODO","// TODO check if key points to a real video using google's youtube api"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\models\settings\course_details.js",146,"TODO","// TODO remove all whitespace w/in string"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\models\settings\course_grader.js",29,"FIXME","// FIXME somehow this.collection is unbound sometimes. I can't track down when"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\models\settings\course_grader.js",43,"FIXME","// FIXME b/c saves don't update the models if validation fails, we should"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\spec\video\translations_editor_spec.js",8,"TODO","// TODO: fix BLD-1100 Disabled due to intermittent failure on master and in PR builds"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\spec\views\pages\group_configurations_spec.js",57,"TODO","// TODO fix this, see TNL-1475"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\spec\views\paged_container_spec.js",21,"token","return '<div class="xblock" data-request-token="request_token">'"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\spec\views\paged_container_spec.js",68,"token","el: $("<div><div class='xblock' data-request-token='test_request_token'/></div>"),"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\pages\container_subviews.js",395,"TODO","// TODO We can use this function for the initial request of tags"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\settings\advanced.js",18,"TODO","// TODO enable/disable save based on validation (currently enabled whenever there are changes)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\settings\advanced.js",99,"TODO","// TODO: validation error"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\settings\grading.js",323,"TODO","// TODO shouldn't we disable the button"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\video\translations_editor.js",123,"TODO","// @TODO: Use backbone render patterns."
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\container.js",12,"token","// Store the request token of the first xblock on the page (which we know was rendered by Studio when"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\container.js",13,"token","// the page was generated). Use that request token to filter out user-defined HTML in any"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\container.js",15,"token","requestToken: '',"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\container.js",25,"token","this.requestToken = this.$('div.xblock').first().data('request-token');"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\container.js",157,"token","gettext('{startTag}{requestToken}{endTag}{selector}'),"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\container.js",159,"token","startTag: 'div.xblock[data-request-token="',"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\container.js",160,"token","requestToken: this.requestToken,"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\paged_container.js",260,"TODO","return gettext('Date added'); // TODO add support for sorting"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\validation.js",49,"TODO","// TODO: (pfogg) should this text fade in/out on change?"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\static\js\views\xblock_string_field_editor.js",111,"TODO","// TODO: generalize this as not all xblock fields want to disallow empty strings..."
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\docker_cms_gunicorn.py",20,"socket","the socket with the processes they were forked from. This prevents a race"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\urls.py",91,"token","path('help_token/', include('help_tokens.urls')),"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\urls.py",210,"TODO","# TODO: Remove deprecated signin url when traffic proves it is no longer in use"
"B:\LEARNNOV PLATFORM\openedx-platform-master\cms\urls.py",216,"TODO","# TODO: Remove deprecated signup url when traffic proves it is no longer in use"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\djangoapps\course_modes\rest_api\v1\tests\test_views.py",88,"token","jwt_token = self._create_jwt_token(self.student, auth_type, include_me_filter=True)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\djangoapps\course_modes\rest_api\v1\tests\test_views.py",93,"token","resp = self.get_response(AuthType.jwt, token=jwt_token, url=url)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\djangoapps\course_modes\tests\test_views.py",185,"TODO","# TODO: Fix it so that response.templates works w/ mako templates, and then assert"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\djangoapps\course_modes\views.py",215,"TODO","# REV-2415 TODO: remove [Track Selection Check] logs introduced by REV-2355 for error handling check"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\djangoapps\edxmako\template.py",25,"token","KEY_CSRF_TOKENS = ('csrf_token', 'csrf')"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\djangoapps\edxmako\template.py",80,"token","self._evaluate_lazy_csrf_tokens(context_dictionary)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\djangoapps\edxmako\template.py",118,"token","def _evaluate_lazy_csrf_tokens(context_dictionary):"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\djangoapps\edxmako\template.py",120,"token","Evaluate any lazily-evaluated CSRF tokens in the given context."
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\djangoapps\edxmako\template.py",122,"token","for key in KEY_CSRF_TOKENS:"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\djangoapps\entitlements\rest_api\v1\views.py",319,"TODO","# TODO: ARCH-91"
